date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:55:51	709/709	---M--	200	added ('OK')	application/javascript	etag:%22d1c4dffbd6021aca4d6a39c0e9426dee%22	https://istanbul-react.vercel.app/_next/static/chunks/pages/index-bf4fbb7c7a1d984e.js	C:/Users/Nemesis{Aquib}/Desktop/fawfwfw/istanbul-react.vercel.app/_next/static/chunks/pages/index-bf4fbb7c7a1d984e.js	(from https://istanbul-react.vercel.app/)
09:55:52	1205/1205	---MCZ	200	added ('OK')	application/javascript	etag:W/%2259955ad334fe96ff24ca64d2255677d3%22	https://istanbul-react.vercel.app/_next/static/u46fD7PBDVvMdxD2lnQ1i/_buildManifest.js	C:/Users/Nemesis{Aquib}/Desktop/fawfwfw/istanbul-react.vercel.app/_next/static/u46fD7PBDVvMdxD2lnQ1i/_buildManifest.js	(from https://istanbul-react.vercel.app/)
09:55:52	77/77	---M--	200	added ('OK')	application/javascript	etag:%22b6652df95db52feb4daf4eca35380933%22	https://istanbul-react.vercel.app/_next/static/u46fD7PBDVvMdxD2lnQ1i/_ssgManifest.js	C:/Users/Nemesis{Aquib}/Desktop/fawfwfw/istanbul-react.vercel.app/_next/static/u46fD7PBDVvMdxD2lnQ1i/_ssgManifest.js	(from https://istanbul-react.vercel.app/)
09:55:52	610/610	---M--	200	added ('OK')	image/png	etag:%226a2085d7342d29023a624dca5b6d906e%22	https://istanbul-react.vercel.app/img/styleswitcher/blue.png	C:/Users/Nemesis{Aquib}/Desktop/fawfwfw/istanbul-react.vercel.app/img/styleswitcher/blue.png	(from https://istanbul-react.vercel.app/)
09:55:52	937/937	---M--	200	added ('OK')	image/png	etag:%226f72095eb26588204dd7fdb97300bd4a%22	https://istanbul-react.vercel.app/img/styleswitcher/red.png	C:/Users/Nemesis{Aquib}/Desktop/fawfwfw/istanbul-react.vercel.app/img/styleswitcher/red.png	(from https://istanbul-react.vercel.app/)
09:55:53	607/607	---M--	200	added ('OK')	image/png	etag:%2225320d5d7a8ba71915d40a251e76d088%22	https://istanbul-react.vercel.app/img/styleswitcher/goldenrod.png	C:/Users/Nemesis{Aquib}/Desktop/fawfwfw/istanbul-react.vercel.app/img/styleswitcher/goldenrod.png	(from https://istanbul-react.vercel.app/)
09:55:53	584/584	---M--	200	added ('OK')	image/png	etag:%22edc9fe881159a5e0f395a4d9ab431b5a%22	https://istanbul-react.vercel.app/img/styleswitcher/magenta.png	C:/Users/Nemesis{Aquib}/Desktop/fawfwfw/istanbul-react.vercel.app/img/styleswitcher/magenta.png	(from https://istanbul-react.vercel.app/)
09:55:53	607/607	---M--	200	added ('OK')	image/png	etag:%2298612327129d7e75e08a2ae6aecc2414%22	https://istanbul-react.vercel.app/img/styleswitcher/yellowgreen.png	C:/Users/Nemesis{Aquib}/Desktop/fawfwfw/istanbul-react.vercel.app/img/styleswitcher/yellowgreen.png	(from https://istanbul-react.vercel.app/)
09:55:53	610/610	---M--	200	added ('OK')	image/png	etag:%2257dd4084d6a204d32111d7de1bb00c2d%22	https://istanbul-react.vercel.app/img/styleswitcher/orange.png	C:/Users/Nemesis{Aquib}/Desktop/fawfwfw/istanbul-react.vercel.app/img/styleswitcher/orange.png	(from https://istanbul-react.vercel.app/)
09:55:53	608/608	---M--	200	added ('OK')	image/png	etag:%22fcbc1e8aa42eeed8158d36207f9a3099%22	https://istanbul-react.vercel.app/img/styleswitcher/green.png	C:/Users/Nemesis{Aquib}/Desktop/fawfwfw/istanbul-react.vercel.app/img/styleswitcher/green.png	(from https://istanbul-react.vercel.app/)
09:55:54	600/600	---M--	200	added ('OK')	image/png	etag:%22cfbb71bf0a9a9b0e8045971259a45c4d%22	https://istanbul-react.vercel.app/img/styleswitcher/yellow.png	C:/Users/Nemesis{Aquib}/Desktop/fawfwfw/istanbul-react.vercel.app/img/styleswitcher/yellow.png	(from https://istanbul-react.vercel.app/)
09:55:54	23839/23839	---M--	200	added ('OK')	image/jpeg	etag:%22b278ba0017e4554423bf265afb1bebca%22	https://istanbul-react.vercel.app/img/dark-about.jpg	C:/Users/Nemesis{Aquib}/Desktop/fawfwfw/istanbul-react.vercel.app/img/dark-about.jpg	(from https://istanbul-react.vercel.app/)
09:55:54	1127/1127	---M--	200	added ('OK')	image/jpeg	etag:%224c7513a88730a63a3eca007812e01bce%22	https://istanbul-react.vercel.app/img/4-2.jpg	C:/Users/Nemesis{Aquib}/Desktop/fawfwfw/istanbul-react.vercel.app/img/4-2.jpg	(from https://istanbul-react.vercel.app/)
09:55:54	26137/26137	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22bfc40b04c612d57e437f831b5069fde0%22	https://istanbul-react.vercel.app/undefined	C:/Users/Nemesis{Aquib}/Desktop/fawfwfw/istanbul-react.vercel.app/undefined	(from https://istanbul-react.vercel.app/)
09:55:55	47953/47953	---M--	200	added ('OK')	image/jpeg	etag:%22f467f24ee42c0082e4ca4af5e9ced63e%22	https://istanbul-react.vercel.app/img/blog/blog-post-1.jpg	C:/Users/Nemesis{Aquib}/Desktop/fawfwfw/istanbul-react.vercel.app/img/blog/blog-post-1.jpg	(from https://istanbul-react.vercel.app/)
09:55:55	52455/52455	---M--	200	added ('OK')	image/jpeg	etag:%22c693829abcf3ccc9f57f014e7455605b%22	https://istanbul-react.vercel.app/img/blog/blog-post-2.jpg	C:/Users/Nemesis{Aquib}/Desktop/fawfwfw/istanbul-react.vercel.app/img/blog/blog-post-2.jpg	(from https://istanbul-react.vercel.app/)
09:55:55	41239/41239	---M--	200	added ('OK')	image/jpeg	etag:%2248c3166fc3770c9a406bf2d98223ef74%22	https://istanbul-react.vercel.app/img/blog/blog-post-3.jpg	C:/Users/Nemesis{Aquib}/Desktop/fawfwfw/istanbul-react.vercel.app/img/blog/blog-post-3.jpg	(from https://istanbul-react.vercel.app/)
09:55:55	50610/50610	---M--	200	added ('OK')	image/jpeg	etag:%2280210afdecf133953f9f48dc200b422a%22	https://istanbul-react.vercel.app/img/blog/blog-post-4.jpg	C:/Users/Nemesis{Aquib}/Desktop/fawfwfw/istanbul-react.vercel.app/img/blog/blog-post-4.jpg	(from https://istanbul-react.vercel.app/)
09:55:56	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22674f50d287a8c48dc19ba404d20fe713%22	https://istanbul-react.vercel.app/fonts/fontawesome-webfont.eot?v=4.7.0	C:/Users/Nemesis{Aquib}/Desktop/fawfwfw/istanbul-react.vercel.app/fonts/fontawesome-webfont3e6e.eot	(from https://istanbul-react.vercel.app/css/font-awesome.min.css)
09:55:56	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22674f50d287a8c48dc19ba404d20fe713%22	https://istanbul-react.vercel.app/fonts/fontawesome-webfont.eot?	C:/Users/Nemesis{Aquib}/Desktop/fawfwfw/istanbul-react.vercel.app/fonts/fontawesome-webfontd41d.eot	(from https://istanbul-react.vercel.app/css/font-awesome.min.css)
09:55:56	77160/77160	---M--	200	added ('OK')	font/woff2	etag:%22af7ae505a9eed503f8b8e6982036873e%22	https://istanbul-react.vercel.app/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/Users/Nemesis{Aquib}/Desktop/fawfwfw/istanbul-react.vercel.app/fonts/fontawesome-webfont3e6e.woff2	(from https://istanbul-react.vercel.app/css/font-awesome.min.css)
09:55:56	98024/98024	---M--	200	added ('OK')	font/woff	etag:%22fee66e712a8a08eef5805a46892932ad%22	https://istanbul-react.vercel.app/fonts/fontawesome-webfont.woff?v=4.7.0	C:/Users/Nemesis{Aquib}/Desktop/fawfwfw/istanbul-react.vercel.app/fonts/fontawesome-webfont3e6e.woff	(from https://istanbul-react.vercel.app/css/font-awesome.min.css)
09:55:56	165548/165548	---MCZ	200	added ('OK')	font/ttf	etag:W/%22b06871f281fee6b241d60582ae9369b9%22	https://istanbul-react.vercel.app/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/Users/Nemesis{Aquib}/Desktop/fawfwfw/istanbul-react.vercel.app/fonts/fontawesome-webfont3e6e.ttf	(from https://istanbul-react.vercel.app/css/font-awesome.min.css)
09:55:57	444379/444379	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22912ec66d7572ff821749319396470bde%22	https://istanbul-react.vercel.app/fonts/fontawesome-webfont.svg?v=4.7.0	C:/Users/Nemesis{Aquib}/Desktop/fawfwfw/istanbul-react.vercel.app/fonts/fontawesome-webfont3e6e.svg	(from https://istanbul-react.vercel.app/css/font-awesome.min.css)
09:55:57	136116/136116	---M--	200	added ('OK')	image/jpeg	etag:%2249f001ed0f6b5bc24bb41ea2051b9b44%22	https://istanbul-react.vercel.app/img/fullscreendark.jpg	C:/Users/Nemesis{Aquib}/Desktop/fawfwfw/istanbul-react.vercel.app/img/fullscreendark.jpg	(from https://istanbul-react.vercel.app/css/style.css)
09:55:57	197759/197759	---M--	200	added ('OK')	image/jpeg	etag:%22ab33b4edf8f11c1b942387788be56ac1%22	https://istanbul-react.vercel.app/img/fullscreenbgimage.jpg	C:/Users/Nemesis{Aquib}/Desktop/fawfwfw/istanbul-react.vercel.app/img/fullscreenbgimage.jpg	(from https://istanbul-react.vercel.app/css/style.css)
09:55:58	471627/471627	---M--	200	added ('OK')	image/jpeg	etag:%22373695869bbe57e5a00a6bd67dea9a9a%22	https://istanbul-react.vercel.app/img/leftimage-bg.jpg	C:/Users/Nemesis{Aquib}/Desktop/fawfwfw/istanbul-react.vercel.app/img/leftimage-bg.jpg	(from https://istanbul-react.vercel.app/css/style.css)
09:55:58	252040/252040	---M--	200	added ('OK')	image/jpeg	etag:%2218b1168eac087644fe3ba0eef2649b8d%22	https://istanbul-react.vercel.app/img/blog/banner.jpg	C:/Users/Nemesis{Aquib}/Desktop/fawfwfw/istanbul-react.vercel.app/img/blog/banner.jpg	(from https://istanbul-react.vercel.app/css/style.css)
